customer_key,customer_number,first_name,last_name,email,state_code,loyalty_tier,signup_date,effective_start_date,effective_end_date,is_current,record_hash,load_timestamp_utc,batch_id,source_system
7516159783968868,CUS-0100014,Lacey,Alvarado,lacey.alvarado.100014@example.test,WA,Silver,2024-12-15,2026-08-15,9999-12-31,True,84d001a6a15ffae38d0f2bf6162c2fdb008a4bfbfb879fda4bc908c0c61e9166,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
3026491895390511,CUS-0100015,Melissa,Hopkins,melissa.hopkins.100015@example.test,MD,Bronze,2024-02-22,2026-08-15,9999-12-31,True,253ea15176165bfde2728d89780854f4b1e52512d4fcc2a85d4cdb9f929f7e0a,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2809224091097357,CUS-0100016,Kelly,Payne,kelly.payne.100016@example.test,MI,Platinum,2024-05-15,2026-08-15,9999-12-31,True,a83e3dfb6610b3be0589307e0a535b7ebf00ed6fa298f3541977a52407c74c29,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
1349015784083648,CUS-0100017,Michael,Snow,michael.snow.100017@example.test,CO,Silver,2024-03-23,2026-08-15,9999-12-31,True,9a01f45e073b47bc86e8e3cc9d7e64c378715b91e9172101dd83d5c0d916f383,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
8006566455282513,CUS-0100018,Jonathan,Franco,jonathan.franco.100018@example.test,FL,Bronze,2023-07-04,2026-08-15,9999-12-31,True,eb8deebb3a732e95760de3d245cb8a6bfa6cb8141d5f193cc95753396e74927a,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
1463022394098365,CUS-0100019,Maria,Guerrero,maria.guerrero.100019@example.test,MI,Bronze,2023-07-30,2026-08-15,9999-12-31,True,b0b7570e37d8c6fb034bb0e3c97a6b8e85428ad903f375e38b1146083e635505,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
1379634014891341,CUS-0100020,Theresa,Smith,theresa.smith.100020@example.test,MI,Bronze,2023-08-21,2026-08-15,9999-12-31,True,6b89fcfe65fc0b77263abc94ac9e6d450f247fef9df0478e17f90b708aa1aca8,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
5479743518798183,CUS-0100021,Robert,Murray,robert.murray.100021@example.test,MD,Bronze,2024-11-18,2026-08-15,9999-12-31,True,9b6e6823eb31bbf2b317ff46e7dce71b1a52585ae149877514270d7d376c6cbc,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
4142859620013041,CUS-0100022,Kimberly,Taylor,kimberly.taylor.100022@example.test,NY,Bronze,2024-06-13,2026-08-15,9999-12-31,True,3988be0595b3fcd80eaba62d259abd8bd836ca2b6b94200e1a3acde6ac4e3e34,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
6997281818109721,CUS-0100023,James,Beard,james.beard.100023@example.test,CA,Silver,2026-07-06,2026-08-15,9999-12-31,True,6d15c0e4b9ffd0aa2e81dd5b8a614ea5ce5a9fae85b6a62c136de0c11a1a1ed0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
5046657678793971,CUS-0100024,Jennifer,Hart,jennifer.hart.100024@example.test,GA,Bronze,2024-02-28,2026-08-15,9999-12-31,True,70c17cd84fb3f001c3390d7c5c82c511fc60859f4039863389f1d68d53295ffd,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2078354742369138,CUS-0100025,Matthew,Ross,matthew.ross.100025@example.test,MD,Bronze,2026-05-26,2026-08-15,9999-12-31,True,1a9dd9438066d70cf3703cb75104f6aa311954017035284ccc1ae6a04a34bf08,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
6949575208326163,CUS-0100026,Mary,Graham,mary.graham.100026@example.test,MI,Silver,2025-10-28,2026-08-15,9999-12-31,True,4f279d2981493fb19b6b3749cfaf509ccb14002c8e8a23f065c03e822a87eae5,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
7458558497773169,CUS-0100027,Danielle,Meadows,danielle.meadows.100027@example.test,NC,Silver,2023-02-21,2026-08-15,9999-12-31,True,4dbc255782d93d55fff22dc1f4373017d8e72c91a67c895e008c5964ef990b57,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
7856740392028192,CUS-0100028,Claudia,Reyes,claudia.reyes.100028@example.test,MI,Bronze,2023-05-21,2026-08-15,9999-12-31,True,b807c74efc26215fc961c73492a7c000e0998cb96b494aff953157a5003f00fe,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
7270340442903482,CUS-0100029,Alexis,Lamb,alexis.lamb.100029@example.test,CO,Bronze,2024-04-05,2026-08-15,9999-12-31,True,b40aab7729331900ce779d389ac9451ce9feda043b7291ce33ab183344f75622,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
3144616615472082,CUS-0100030,Nichole,Bowman,nichole.bowman.100030@example.test,WA,Bronze,2023-01-30,2026-08-15,9999-12-31,True,c85ac08c108b13610dee1932e23422287a4354e1bd13ab73b0c331a15316b229,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
4943636095202089,CUS-0100031,Shawn,Johnson,shawn.johnson.100031@example.test,GA,Platinum,2025-11-17,2026-08-15,9999-12-31,True,c34c25e04b5cd825e73dde1927ed02299b2904a45113bf1858b3e60e000d2cb1,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
7843084264826599,CUS-0100032,Juan,Kelley,juan.kelley.100032@example.test,PA,Bronze,2024-07-07,2026-08-15,9999-12-31,True,34afc737770c07160788fe09252a88175556ebce96604f6467acc48c8acb2f33,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
5343910425030456,CUS-0100033,Joyce,Stewart,joyce.stewart.100033@example.test,PA,Silver,2025-05-11,2026-08-15,9999-12-31,True,f69f5ab3121595dbccda469ca433aac614f0f155b7a41c90b5548aed892d587c,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
4566388876505702,CUS-0100034,Noah,Moore,noah.moore.100034@example.test,MA,Bronze,2026-03-04,2026-08-15,9999-12-31,True,d4fbfb96cb0962f757ac5078636cc82f08ded315ba7ac7ec939637dbb5fefd04,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
3181997951349274,CUS-0100035,Robert,Henderson,robert.henderson.100035@example.test,DC,Silver,2024-11-11,2026-08-15,9999-12-31,True,98de0778bf7bf8207bf62e0c0d77940ad6f1141f194772fa50d7035e45f0205f,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
7313078781324406,CUS-0100036,Bradley,Glass,bradley.glass.100036@example.test,OH,Bronze,2024-03-23,2026-08-15,9999-12-31,True,9c0d12c7af39410f11741254d4e3cf7d73795d036f52f9e6842744c73e2c35e3,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
408753299559953,CUS-0100037,Carlos,Barnett,carlos.barnett.100037@example.test,MD,Bronze,2023-03-08,2026-08-15,9999-12-31,True,d7e0c4035c1ed2a3a12acecf0bf0d3401fa7a17aac66836a214ca1f0c079c702,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
7884962455242156,CUS-0100038,Amanda,Munoz,amanda.munoz.100038@example.test,PA,Bronze,2025-08-28,2026-08-15,9999-12-31,True,154379a81ce3b610fe5481e282b4bb3d19a0b0b00237b2cae7342bdab0ea7da5,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2808670043422653,CUS-0100039,Malik,Smith,malik.smith.100039@example.test,GA,Bronze,2026-04-30,2026-08-15,9999-12-31,True,e02a6258ab1b863d7d926f385ff0c25d216da57d069e1fbe669a9b1e5814b709,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
3229332174784763,CUS-0100040,Daniel,Griffin,daniel.griffin.100040@example.test,WA,Bronze,2024-07-21,2026-08-15,9999-12-31,True,1fa34b0ce9851464208b53e63ecba24eb3f8a31ef4c978d6c857752c9a40368d,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
3899956267246929,CUS-0100041,Jon,Holland,jon.holland.100041@example.test,CO,Silver,2023-08-06,2026-08-15,9999-12-31,True,d5b236bd87213406daf12927305f75f1db6a2a04b9d11a7d0d5a5954bd7affb7,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
8417110578117605,CUS-0100042,Scott,Sosa,scott.sosa.100042@example.test,PA,Bronze,2024-11-20,2026-08-15,9999-12-31,True,08ec15b8bbe77b1df6a1a9e198d1f841c69e3985ce0fd536615786966f3da069,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
1564892274263674,CUS-0100043,Diane,Davies,diane.davies.100043@example.test,MD,Silver,2023-10-16,2026-08-15,9999-12-31,True,7a24cdb970c6745274f8f74502627542e0962f6e3359d2a4f34fbaa8e0fee4f9,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2818642453153213,CUS-0100044,Glenda,Martin,glenda.martin.100044@example.test,FL,Gold,2023-11-13,2026-08-15,9999-12-31,True,e94f04eba49e94294493cec9b7f79d6b3ab1cc5105122d47632500d63529891f,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2557867901969331,CUS-0100045,Melissa,Elliott,melissa.elliott.100045@example.test,PA,Bronze,2024-10-11,2026-08-15,9999-12-31,True,bba48bfc716fe5388e296f171575f38802c2867be5dee7d969ff3cb1da303f07,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
7104990232996649,CUS-0100046,Tamara,Ruiz,tamara.ruiz.100046@example.test,NY,Bronze,2026-03-13,2026-08-15,9999-12-31,True,395ef7efa2eb2e5bc7db0e9a5df3b3cdbe65f08511423b221f8ef45977e1f67a,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
7192464170153370,CUS-0100047,Regina,Bowers,regina.bowers.100047@example.test,CA,Bronze,2025-12-19,2026-08-15,9999-12-31,True,974c35fe5644e76e766bfd337952cc69a97e3441b86cb14351e2dd74d5af99dd,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2409169931534460,CUS-0100048,Ashley,Escobar,ashley.escobar.100048@example.test,IL,Bronze,2025-06-30,2026-08-15,9999-12-31,True,2be46bbcfbbdc884a1d10ceb76cb60e0436ef79e168540cdf1d94215ab615e00,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
6623635678311631,CUS-0100049,Ryan,West,ryan.west.100049@example.test,VA,Bronze,2026-05-13,2026-08-15,9999-12-31,True,4f104b7ad23da6c413edd1b63bc2b8ed08c5e9dd6dee3c5d5b3a1112c840334e,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
591088753759883,CUS-0100050,Kenneth,Murillo,kenneth.murillo.100050@example.test,FL,Silver,2026-03-16,2026-08-15,9999-12-31,True,33856f8432a05652d36d8d18765bf821f8923d88e356d7f6f7e53697441ac556,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2804663144207255,CUS-0100051,Joseph,Sanchez,joseph.sanchez.100051@example.test,PA,Gold,2025-11-02,2026-08-15,9999-12-31,True,8578e017a4ed5bc8560fddd7fa2d4b9f2bfb1b7dd9ef50e5d67133f7cb8395e7,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2067625431330998,CUS-0100052,Paula,Ryan,paula.ryan.100052@example.test,MD,Silver,2025-05-13,2026-08-15,9999-12-31,True,50c9ac0fe08a0fc2b6d5a6c0c93ed3103e9c7a7cc856f152b4cb6cc19cb7725d,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
1789297717188187,CUS-0100053,Scott,Stark,scott.stark.100053@example.test,MI,Bronze,2025-07-07,2026-08-15,9999-12-31,True,fe1d643ccbe486a1067944829dde7a6e421561d008428420d0f1a2d598e5fc5e,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
8372406203120246,CUS-0100054,Wendy,Owens,wendy.owens.100054@example.test,NY,Bronze,2024-07-03,2026-08-15,9999-12-31,True,575007169f50cffdd52e8ab04c0eb4b5f7a9aa246f00d7f8316d93610dea0178,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
4825638724253484,CUS-0100055,Suzanne,Diaz,suzanne.diaz.100055@example.test,MA,Bronze,2026-07-12,2026-08-15,9999-12-31,True,abd38c1608800598907a26c5695c5fa18a22624955369e45473eb39b816beb86,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
11115131758355,CUS-0100056,Joseph,Davidson,joseph.davidson.100056@example.test,NY,Silver,2023-09-12,2026-08-15,9999-12-31,True,15f92c4f78c1293710ded1b54d743bbcc71a120cba69f1fa63d197fe8a77b7b0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
3131118517250449,CUS-0100057,Dominic,Nichols,dominic.nichols.100057@example.test,CO,Silver,2025-01-03,2026-08-15,9999-12-31,True,89a1582077fbd4615bc8e6215bcfd1cedd26fd50a5d8dde2515fc634c25c0048,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
